song_name,n_hums,n_regulars,most_common_hum,song_release_date,album_name,song_art_image_url,song_pageviews,song_id,song_lyrics_url,song_annotation_count,artist_id,artist_name,artist_url,album_id,album_url,percent_hums,rank
Baptized in Fire (Ft. Travis Scott),18,638,uh,2016-12-01,"Passion, Pain & Demon Slayin’",https://images.genius.com/f8865356fee027178c8a101afce2f61a.1000x1000x1.png,341293,2856357,https://genius.com/Kid-cudi-baptized-in-fire-lyrics,17,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,0.027439024390243903,16
Dose of Dopeness,15,532,oh,2012-02-20,NA,https://images.genius.com/296e117412a63a5584236cdc71e8dccd.1000x1000x1.jpg,72246,65293,https://genius.com/Kid-cudi-dose-of-dopeness-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.027422303473491772,4
The Adventures of Moon Man & Slim Shady (Ft. Eminem),28,995,nah,2020-07-10,Entergalactic,https://images.genius.com/82571b47c09fa61d54819f521010a5b7.1000x1000x1.png,665016,5748123,https://genius.com/Kid-cudi-the-adventures-of-moon-man-and-slim-shady-lyrics,45,68,Kid Cudi,https://genius.com/artists/Kid-cudi,661351,https://genius.com/albums/Kid-cudi/Entergalactic,0.02737047898338221,3
Day ‘N’ Nite (Nightmare),12,437,na,2008-02-05,A Kid Named Cudi,https://images.genius.com/be356deab94c00491791293219ef02a5.1000x1000x1.jpg,818455,131,https://genius.com/Kid-cudi-day-n-nite-nightmare-lyrics,14,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.026726057906458798,4
Speedin' Bullet 2 Heaven,6,223,oh,2015-12-01,Speedin’ Bullet 2 Heaven,https://images.rapgenius.com/8a5f1703cd5f7c771f875116e050fbe4.600x600x1.jpg,53979,2375547,https://genius.com/Kid-cudi-speedin-bullet-2-heaven-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.026200873362445413,8
Tim Westwood Freestyle,25,935,oh,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,17699,60962,https://genius.com/Kid-cudi-tim-westwood-freestyle-lyrics,17,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.026041666666666668,5
Man in the Night,11,419,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,31042,2375534,https://genius.com/Kid-cudi-man-in-the-night-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.02558139534883721,9
My World (Ft. Jeff Bhasker),12,459,ohh,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,113637,2333,https://genius.com/Kid-cudi-my-world-lyrics,6,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,0.025477707006369428,4
Maybe,10,385,ahh,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/844e2cde0aa95d91ab7c9cb797f48990.640x640x1.jpg,23394,50124,https://genius.com/Kid-cudi-maybe-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,0.02531645569620253,9
Follow Me,4,155,oh,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,14485,6223,https://genius.com/Kid-cudi-follow-me-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.025157232704402517,6
Cuditastic (Freestyle) (Ft. Peter Rosenberg),15,587,ay,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,2893188,https://genius.com/Kid-cudi-cuditastic-freestyle-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.024916943521594685,7
By Design (Ft. André 3000),15,587,oooh,2016-12-16,"Passion, Pain & Demon Slayin’",https://images.genius.com/f8865356fee027178c8a101afce2f61a.1000x1000x1.png,347086,2867466,https://genius.com/Kid-cudi-by-design-lyrics,15,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,0.024916943521594685,17
Darkness Be Rising,8,316,uh,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,12828,90897,https://genius.com/Kid-cudi-darkness-be-rising-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.024691358024691357,8
Internal Bleeding,6,238,hey,2014-02-25,KiD CuDi presents SATELLITE FLIGHT: The journey to Mother Moon,https://images.genius.com/f93aafaafd092a8bb9b2224aea7385f6.670x670x1.jpg,69377,369629,https://genius.com/Kid-cudi-internal-bleeding-lyrics,5,68,Kid Cudi,https://genius.com/artists/Kid-cudi,67138,https://genius.com/albums/Kid-cudi/Kid-cudi-presents-satellite-flight-the-journey-to-mother-moon,0.02459016393442623,4
Interlude,3,126,yo,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,NA,2988832,https://genius.com/Kid-cudi-interlude-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,0.023255813953488372,2
Dangerous (Ft. Ricky Hil),11,466,oh,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,51851,https://genius.com/Kid-cudi-dangerous-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.023060796645702306,9
Heaven at Nite,6,256,oh,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,58619,4052,https://genius.com/Kid-cudi-heaven-at-nite-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.022900763358778626,5
Damaged,9,398,hey,2020-12-11,Man on the Moon III: The Chosen,https://images.genius.com/07a3deb92bfe7c78f95add89edc0e5ed.1000x1000x1.png,59564,6250766,https://genius.com/Kid-cudi-damaged-lyrics,9,68,Kid Cudi,https://genius.com/artists/Kid-cudi,692902,https://genius.com/albums/Kid-cudi/Man-on-the-moon-iii-the-chosen,0.022113022113022112,14
Worth,8,365,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,16845,2375556,https://genius.com/Kid-cudi-worth-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.021447721179624665,10
The Ruler and the Killer,8,368,hey,2012-03-16,The Hunger Games: Songs from District 12 and Beyond,https://images.genius.com/cb2cd9426d8a9ba42d0bd963c3948246.303x314x1.jpg,6350,68303,https://genius.com/Kid-cudi-the-ruler-and-the-killer-lyrics,11,68,Kid Cudi,https://genius.com/artists/Kid-cudi,87979,https://genius.com/albums/Various-artists/The-hunger-games-songs-from-district-12-and-beyond,0.02127659574468085,1
Ashin' Kusher,11,532,hey,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/14137476a886859359839ede660df307.1000x1000x1.jpg,105992,2264,https://genius.com/Kid-cudi-ashin-kusher-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,0.020257826887661142,10
Frequency,6,303,hmm,2016-03-25,"Passion, Pain & Demon Slayin’",https://images.genius.com/23aff3418ecc0a9b60d36169beaf0a00.1000x1000x1.jpg,209035,2445357,https://genius.com/Kid-cudi-frequency-lyrics,7,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,0.019417475728155338,18
Come Around,10,506,oh,2009-01-01,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,7721,58148,https://genius.com/Kid-cudi-come-around-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.01937984496124031,10
Anomaly (Rehearsal Demo),2,107,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,6893,2375549,https://genius.com/Kid-cudi-anomaly-rehearsal-demo-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.01834862385321101,11
Soundtrack 2 My Life,10,568,huh,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,773985,402,https://genius.com/Kid-cudi-soundtrack-2-my-life-lyrics,19,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,0.01730103806228374,5
Hyyerr (Ft. King Chip),9,539,oh,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,116179,2329,https://genius.com/Kid-cudi-hyyerr-lyrics,8,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,0.016423357664233577,6
Alien (Demo) (Ft. Ant Clemons),4,241,oh,NA,Unreleased Songs,https://images.genius.com/9fabb84ec809cbf5e40551821fdb7582.600x600x1.png,10627,4937769,https://genius.com/Kid-cudi-alien-demo-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,663777,https://genius.com/albums/Kid-cudi/Unreleased-songs,0.0163265306122449,1
Attention,8,499,uh,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,94620,https://genius.com/Kid-cudi-attention-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.015779092702169626,11
The Prayer,6,375,hey,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,514815,1822,https://genius.com/Kid-cudi-the-prayer-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.015748031496062992,6
Perfect Is the Word (Ft. Dot Da Genius),2,126,nah,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,50553,https://genius.com/Kid-cudi-perfect-is-the-word-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.015625,12
I'm That,6,381,oh,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,NA,2408260,https://genius.com/Kid-cudi-im-that-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,0.015503875968992248,3
Leader of the Delinquents,8,518,mm,2020-04-14,NA,https://images.genius.com/85e759be0f7a55c48871321c94e3f7e4.1000x1000x1.png,96791,5448098,https://genius.com/Kid-cudi-leader-of-the-delinquents-lyrics,15,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.015209125475285171,13
Heaven on Earth,8,520,mm,2020-12-11,Man on the Moon III: The Chosen,https://images.genius.com/07a3deb92bfe7c78f95add89edc0e5ed.1000x1000x1.png,64594,6250767,https://genius.com/Kid-cudi-heaven-on-earth-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,692902,https://genius.com/albums/Kid-cudi/Man-on-the-moon-iii-the-chosen,0.015151515151515152,15
Can't Look In My Eyes (Ft. Kanye West),11,730,hmmm,2016-10-03,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,35903,2870350,https://genius.com/Kid-cudi-cant-look-in-my-eyes-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.014844804318488529,14
AMEN,3,204,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,15459,2375539,https://genius.com/Kid-cudi-amen-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.014492753623188406,12
Balmain Jeans (Ft. Raphael Saadiq),5,343,oh,2014-02-25,KiD CuDi presents SATELLITE FLIGHT: The journey to Mother Moon,https://images.genius.com/f93aafaafd092a8bb9b2224aea7385f6.670x670x1.jpg,238872,369647,https://genius.com/Kid-cudi-balmain-jeans-lyrics,8,68,Kid Cudi,https://genius.com/artists/Kid-cudi,67138,https://genius.com/albums/Kid-cudi/Kid-cudi-presents-satellite-flight-the-journey-to-mother-moon,0.014367816091954023,5
Creepers,5,371,hey,2012-09-14,Kanye West Presents Good Music Cruel Summer,https://images.genius.com/a73a620b2147a174491b493808139666.1000x1000x1.png,295372,76917,https://genius.com/Kid-cudi-creepers-lyrics,5,68,Kid Cudi,https://genius.com/artists/Kid-cudi,109923,https://genius.com/albums/Kanye-west/Kanye-west-presents-good-music-cruel-summer,0.013297872340425532,1
Sunrise,6,447,hey,NA,Entergalactic,https://images.genius.com/e5f1d8abfe9ba18e1162aeb95122089c.519x519x1.png,NA,4479301,https://genius.com/Kid-cudi-sunrise-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,661351,https://genius.com/albums/Kid-cudi/Entergalactic,0.013245033112582781,4
Man on the Moon (The Anthem),6,451,hey,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,386863,1652,https://genius.com/Kid-cudi-man-on-the-moon-the-anthem-lyrics,7,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.01312910284463895,7
Burn Baby Burn,5,405,oh,2013-04-12,Indicud,https://images.genius.com/699f98c18a6750dc382068fbcdbc0236.1000x1000x1.jpg,94708,133899,https://genius.com/Kid-cudi-burn-baby-burn-lyrics,6,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,0.012195121951219513,4
The Return of Chip Douglas (Demo),3,252,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,11715,2375550,https://genius.com/Kid-cudi-the-return-of-chip-douglas-demo-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.011764705882352941,13
T.G.I.F. (Ft. King Chip),5,424,ay,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,50905,2922,https://genius.com/Kid-cudi-tgif-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.011655011655011656,8
Scott Mescudi vs. the World (Ft. CeeLo Green),5,424,ayy,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/14137476a886859359839ede660df307.1000x1000x1.jpg,111770,1872,https://genius.com/Kid-cudi-scott-mescudi-vs-the-world-lyrics,6,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,0.011655011655011656,11
Off The Top,4,344,oh,2008-05-05,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,444168,https://genius.com/Kid-cudi-off-the-top-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.011494252873563218,15
Day 'n' Nite (main),6,522,na,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,10983,1355471,https://genius.com/Kid-cudi-day-n-nite-main-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.011363636363636364,16
Party All The Time,7,618,la,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,NA,68371,https://genius.com/Kid-cudi-party-all-the-time-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,0.0112,4
Cold Blooded,4,368,oh,2013-04-12,Indicud,https://images.genius.com/699f98c18a6750dc382068fbcdbc0236.1000x1000x1.jpg,130222,133901,https://genius.com/Kid-cudi-cold-blooded-lyrics,8,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,0.010752688172043012,5
Freestyle Jam (Ft. Asher Roth),13,1209,hey,2009-02-09,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,2395425,https://genius.com/Kid-cudi-freestyle-jam-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.010638297872340425,17
Unfuckwittable,2,189,oh,2013-04-12,Indicud,https://images.genius.com/699f98c18a6750dc382068fbcdbc0236.1000x1000x1.jpg,192409,133890,https://genius.com/Kid-cudi-unfuckwittable-lyrics,6,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,0.010471204188481676,6
Pion [freestyle],5,480,oh,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,49931,https://genius.com/Kid-cudi-pion-freestyle-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.010309278350515464,18
Takeover Freestyle,5,492,hey,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/1296191c98641182cc6ae0378210daf7.1000x1000x1.png,NA,4791,https://genius.com/Kid-cudi-takeover-freestyle-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,0.01006036217303823,4
Down Out,6,595,hey,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,96087,6347,https://genius.com/Kid-cudi-down-out-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.009983361064891847,9
Beez (Ft. RZA),5,499,la,2013-04-12,Indicud,https://images.genius.com/699f98c18a6750dc382068fbcdbc0236.1000x1000x1.jpg,132898,133896,https://genius.com/Kid-cudi-beez-lyrics,9,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,0.00992063492063492,7
Skit - Foggy Glasses,1,101,oh,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/1296191c98641182cc6ae0378210daf7.1000x1000x1.png,NA,182586,https://genius.com/Kid-cudi-skit-foggy-glasses-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,0.00980392156862745,5
Erase Me (Ft. Kanye West),4,412,hmm,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/a6bf806f28ecd7f3d665dd7ad5abc8b6.475x475x1.jpg,434074,621,https://genius.com/Kid-cudi-erase-me-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,0.009615384615384616,12
All Along,2,215,hey,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/14137476a886859359839ede660df307.1000x1000x1.jpg,168339,2417,https://genius.com/Kid-cudi-all-along-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,0.009216589861751152,13
Adventures,3,324,hmm,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,59383,2375537,https://genius.com/Kid-cudi-adventures-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.009174311926605505,14
The Biggest Grinder,4,469,la,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,136889,https://genius.com/Kid-cudi-the-biggest-grinder-lyrics,21,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.008456659619450317,19
Solo Dolo Part II (Ft. Kendrick Lamar),4,472,huh,2013-04-12,Indicud,https://images.genius.com/699f98c18a6750dc382068fbcdbc0236.1000x1000x1.jpg,226815,133894,https://genius.com/Kid-cudi-solo-dolo-part-ii-lyrics,24,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,0.008403361344537815,8
Know Why,4,473,oh,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,11550,4859,https://genius.com/Kid-cudi-know-why-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.008385744234800839,20
CuDi Spazzin',4,479,yo,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,23205,26037,https://genius.com/Kid-cudi-cudi-spazzin-lyrics,12,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.008281573498964804,10
Pillow Talk,2,247,ay,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,42380,5205,https://genius.com/Kid-cudi-pillow-talk-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.008032128514056224,11
Angered Kids,1,125,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,12519,2375544,https://genius.com/Kid-cudi-angered-kids-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.007936507936507936,15
I'm Not the Average,4,537,oh,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,5072,125405,https://genius.com/Kid-cudi-im-not-the-average-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,0.0073937153419593345,5
Save My Soul (The Cudi Confession),2,297,oh,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,48443,26038,https://genius.com/Kid-cudi-save-my-soul-the-cudi-confession-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.006688963210702341,12
Handle with Care,2,300,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,53695,2375540,https://genius.com/Kid-cudi-handle-with-care-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.006622516556291391,16
CONFUSED!,2,317,ah,2015-08-01,Speedin’ Bullet 2 Heaven,https://images.rapgenius.com/ea7c6ef11bfafe965d1fe874b1949ca3.499x500x1.png,136661,2269754,https://genius.com/Kid-cudi-confused-lyrics,5,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.006269592476489028,17
Cruisin' (In the Evening) (Ft. In-Doe),3,479,hey,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,114556,https://genius.com/Kid-cudi-cruisin-in-the-evening-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.006224066390041493,21
"The End (Ft. GLC, King Chip & Nicole Wray)",4,654,hey,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/14137476a886859359839ede660df307.1000x1000x1.jpg,116890,1979,https://genius.com/Kid-cudi-the-end-lyrics,7,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,0.0060790273556231,14
Girls (Ft. Too $hort),3,493,hmm,2013-04-02,Indicud,https://images.genius.com/699f98c18a6750dc382068fbcdbc0236.1000x1000x1.jpg,223803,128976,https://genius.com/Kid-cudi-girls-lyrics,6,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,0.006048387096774193,9
I Get It In,2,335,uh,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,903045,https://genius.com/Kid-cudi-i-get-it-in-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.005934718100890208,22
I Do My Thing (Ft. Snoop Dogg),3,530,nah,2010-03-08,NA,https://images.genius.com/4d910a0540cab0ece493c3ac87eca0ba.750x750x1.jpg,18871,54301,https://genius.com/Kid-cudi-i-do-my-thing-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.005628517823639775,23
Maui Wowie,2,362,hey,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,55825,26036,https://genius.com/Kid-cudi-maui-wowie-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.005494505494505495,13
Cudi Get,2,363,uh,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,28789,26039,https://genius.com/Kid-cudi-cudi-get-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.005479452054794521,14
Never Come Down,4,787,yo,NA,Unreleased Songs,https://images.genius.com/9fabb84ec809cbf5e40551821fdb7582.600x600x1.png,18560,50121,https://genius.com/Kid-cudi-never-come-down-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,663777,https://genius.com/albums/Kid-cudi/Unreleased-songs,0.0050568900126422255,2
50 Ways to Make a Record,1,211,oh,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,41999,6247,https://genius.com/Kid-cudi-50-ways-to-make-a-record-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.0047169811320754715,15
Tree (Ft. Wiz Khalifa),2,433,woah,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,9702,50591,https://genius.com/Kid-cudi-tree-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.004597701149425287,24
