song_name,n_hums,n_regulars,most_common_hum,song_release_date,album_name,song_art_image_url,song_pageviews,song_id,song_lyrics_url,song_annotation_count,artist_id,artist_name,artist_url,album_id,album_url,percent_hums,rank
Swim in the Light,1,220,hmmm,2016-12-16,"Passion, Pain & Demon Slayin’",https://images.genius.com/f8865356fee027178c8a101afce2f61a.1000x1000x1.png,120489,2867504,https://genius.com/Kid-cudi-swim-in-the-light-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,0.004524886877828055,19
Skit - Jerry Maguire from Cleveland,1,221,yo,NA,Dat Kid From Cleveland,https://images.genius.com/1296191c98641182cc6ae0378210daf7.1000x1000x1.png,NA,182604,https://genius.com/Kid-cudi-skit-jerry-maguire-from-cleveland-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,0.0045045045045045045,6
Fade 2 Red,1,221,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,18496,2375536,https://genius.com/Kid-cudi-fade-2-red-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.0045045045045045045,18
Simple As...,2,448,hmm,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,100399,3342,https://genius.com/Kid-cudi-simple-as-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,0.0044444444444444444,7
Hero (Ft. Skylar Grey),1,231,oh,2014-03-11,Need For Speed (Original Motion Picture Soundtrack),https://images.genius.com/4665773264c3f3159572712c96fe5983.500x500x1.jpg,24080,379039,https://genius.com/Kid-cudi-hero-lyrics,9,68,Kid Cudi,https://genius.com/artists/Kid-cudi,361246,https://genius.com/albums/Various-artists/Need-for-speed-original-motion-picture-soundtrack,0.004310344827586207,1
Goodbye,2,470,ahhhh,2016-06-24,NA,https://images.genius.com/9f350116bdcbbe6140e3d63706d893cb.500x500x1.jpg,20577,2673516,https://genius.com/Kid-cudi-goodbye-lyrics,10,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.00423728813559322,25
Sky High,1,244,hey,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/1296191c98641182cc6ae0378210daf7.1000x1000x1.png,5195,81247,https://genius.com/Kid-cudi-sky-high-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,0.004081632653061225,7
Excuse My Mood,1,246,ah,2009-06-16,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,2894773,https://genius.com/Kid-cudi-excuse-my-mood-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.004048582995951417,26
Pushing Niggas,2,494,nah,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,NA,240255,https://genius.com/Kid-cudi-pushing-niggas-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,0.004032258064516129,6
Enter Galactic (Love Connection Part I),2,494,ay,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,134211,51716,https://genius.com/Kid-cudi-enter-galactic-love-connection-part-i-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,0.004032258064516129,8
JFKPSA,1,250,hey,2015-08-06,NA,https://images.genius.com/a8ea86418a06ce797848a7dd271bee44.500x500x1.jpg,NA,2275993,https://genius.com/Kid-cudi-jfkpsa-lyrics,6,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.00398406374501992,27
Fairy Tale Remains,1,258,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,18996,2375543,https://genius.com/Kid-cudi-fairy-tale-remains-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.003861003861003861,19
Up Up & Away,2,524,hey,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,194560,778,https://genius.com/Kid-cudi-up-up-and-away-lyrics,10,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,0.0038022813688212928,9
"Drake Diss, ""Money, Cash, Hoes Needs to be Deaded"" [Arsenio Hall Appearance]",1,271,oh,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,383508,https://genius.com/Kid-cudi-drake-diss-money-cash-hoes-needs-to-be-deaded-arsenio-hall-appearance-annotated,5,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.003676470588235294,28
Bigger Than You (Do It Alone),1,298,hey,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,72569,50115,https://genius.com/Kid-cudi-bigger-than-you-do-it-alone-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.0033444816053511705,29
MANIAC (Ft. Cage & St. Vincent),1,305,hey,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/14137476a886859359839ede660df307.1000x1000x1.jpg,144084,2741,https://genius.com/Kid-cudi-maniac-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,0.0032679738562091504,15
Red Sabbath,1,312,oh,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,16768,2375545,https://genius.com/Kid-cudi-red-sabbath-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0.003194888178913738,20
Can I Be,1,314,huh,2009-04-20,Dat Kid From Cleveland,https://images.genius.com/1296191c98641182cc6ae0378210daf7.1000x1000x1.png,NA,145660,https://genius.com/Kid-cudi-can-i-be-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,0.0031746031746031746,8
Call Me Moon Man,1,324,oh,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,7575,4926,https://genius.com/Kid-cudi-call-me-moon-man-lyrics,8,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.003076923076923077,30
I Be High,2,706,hey,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,23447,1509148,https://genius.com/Kid-cudi-i-be-high-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.002824858757062147,31
"Dennis, Hook Me Up with Some More of That Whiskey!",1,377,ay,2012-04-25,NA,https://images.genius.com/97c862185b920d8a9bd0566ff070e020.500x500x1.jpg,53219,72408,https://genius.com/Kid-cudi-dennis-hook-me-up-with-some-more-of-that-whiskey-lyrics,7,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.0026455026455026454,32
Spontaneously Combust,2,758,nah,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,NA,2438323,https://genius.com/Kid-cudi-spontaneously-combust-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,0.002631578947368421,7
Mad Solar,1,445,oh,2013-04-12,Indicud,https://images.genius.com/699f98c18a6750dc382068fbcdbc0236.1000x1000x1.jpg,153650,133895,https://genius.com/Kid-cudi-mad-solar-lyrics,8,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,0.002242152466367713,10
Is There Any Love? (Ft. Wale),1,487,uh,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,53965,2086,https://genius.com/Kid-cudi-is-there-any-love-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0.0020491803278688526,16
Daps and Pounds,1,503,oh,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/1296191c98641182cc6ae0378210daf7.1000x1000x1.png,13448,4261,https://genius.com/Kid-cudi-daps-and-pounds-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,0.001984126984126984,9
Just What I Am (Ft. King Chip),1,516,hm,2012-10-02,Indicud,https://images.genius.com/56dcad99efdaf894b78b8a9cecdf0a55.900x900x1.jpg,1209984,84641,https://genius.com/Kid-cudi-just-what-i-am-lyrics,18,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,0.0019342359767891683,11
Too Bad I Have To Destroy You Now,1,521,la,2014-02-25,KiD CuDi presents SATELLITE FLIGHT: The journey to Mother Moon,https://images.genius.com/f93aafaafd092a8bb9b2224aea7385f6.670x670x1.jpg,202962,369626,https://genius.com/Kid-cudi-too-bad-i-have-to-destroy-you-now-lyrics,15,68,Kid Cudi,https://genius.com/artists/Kid-cudi,67138,https://genius.com/albums/Kid-cudi/Kid-cudi-presents-satellite-flight-the-journey-to-mother-moon,0.0019157088122605363,6
Switching Lanes,1,521,uh,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/1296191c98641182cc6ae0378210daf7.1000x1000x1.png,13478,2767,https://genius.com/Kid-cudi-switching-lanes-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,0.0019157088122605363,10
Cudi Zone,1,571,nah,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,235040,1079,https://genius.com/Kid-cudi-cudi-zone-lyrics,10,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,0.0017482517482517483,10
Get It In,1,659,oh,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,62850,https://genius.com/Kid-cudi-get-it-in-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0.0015151515151515152,33
Young Lady (Ft. Father John Misty),0,329,NONE,2013-04-12,Indicud,https://images.genius.com/699f98c18a6750dc382068fbcdbc0236.1000x1000x1.jpg,168314,133891,https://genius.com/Kid-cudi-young-lady-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,0,12
XX Intro Freestyle,0,2,NONE,2011-12-10,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,623713,https://genius.com/Kid-cudi-xx-intro-freestyle-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,34
Won't You Tell Me (Ft. Ricky Hil),0,254,NONE,2010-04-11,BUM ASS SHIT,https://images.genius.com/fa377065c33ec0db01d1514c5e4e2c70.300x300x1.jpg,NA,112533,https://genius.com/Kid-cudi-wont-you-tell-me-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,554759,https://genius.com/albums/Casey-veggies-and-rich-hil/Bum-ass-shit,0,1
Wild'n Cuz I'm Young,0,573,NONE,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/14137476a886859359839ede660df307.1000x1000x1.jpg,63257,26056,https://genius.com/Kid-cudi-wildn-cuz-im-young-lyrics,9,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,0,16
Whenever,0,268,NONE,2008-07-17,A Kid Named Cudi,https://images.genius.com/4fb504d5b4dda8a236c224bb1cc11e2a.800x800x1.jpg,29150,4107,https://genius.com/Kid-cudi-whenever-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,0,17
Welcome To The World,0,310,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,1831347,https://genius.com/Kid-cudi-welcome-to-the-world-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,35
Wedding Tux,0,141,NONE,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,38034,2321493,https://genius.com/Kid-cudi-wedding-tux-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0,21
WAIT! (Rehearsal Demo),0,100,NONE,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,5943,2375552,https://genius.com/Kid-cudi-wait-rehearsal-demo-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0,22
Troubled Boy,0,178,NONE,2014-02-25,KiD CuDi presents SATELLITE FLIGHT: The journey to Mother Moon,https://images.genius.com/f93aafaafd092a8bb9b2224aea7385f6.670x670x1.jpg,48094,369634,https://genius.com/Kid-cudi-troubled-boy-lyrics,8,68,Kid Cudi,https://genius.com/artists/Kid-cudi,67138,https://genius.com/albums/Kid-cudi/Kid-cudi-presents-satellite-flight-the-journey-to-mother-moon,0,7
Trippy (Ft. Ricky Hil),0,240,NONE,2010-01-01,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,10752,51526,https://genius.com/Kid-cudi-trippy-lyrics,17,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,40
Trauma,0,109,NONE,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,19766,2375551,https://genius.com/Kid-cudi-trauma-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0,23
To Da Top,0,533,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,58737,https://genius.com/Kid-cudi-to-da-top-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,41
These Worries (Ft. Mary J. Blige),0,333,NONE,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/14137476a886859359839ede660df307.1000x1000x1.jpg,122760,3533,https://genius.com/Kid-cudi-these-worries-lyrics,6,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,0,17
The Resurrection of Scott Mescudi,0,12,NONE,2013-04-12,Indicud,https://images.genius.com/699f98c18a6750dc382068fbcdbc0236.1000x1000x1.jpg,44873,133889,https://genius.com/Kid-cudi-the-resurrection-of-scott-mescudi-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,0,13
The Nothing,0,120,NONE,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,22741,2375538,https://genius.com/Kid-cudi-the-nothing-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0,24
The Mood,0,239,NONE,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/14137476a886859359839ede660df307.1000x1000x1.jpg,67185,2421,https://genius.com/Kid-cudi-the-mood-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,0,18
Super Boo,0,471,NONE,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/1296191c98641182cc6ae0378210daf7.1000x1000x1.png,12418,2413,https://genius.com/Kid-cudi-super-boo-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,0,11
Stubborn*,0,33,NONE,NA,Entergalactic,https://images.genius.com/e5f1d8abfe9ba18e1162aeb95122089c.519x519x1.png,NA,5412452,https://genius.com/Kid-cudi-stubborn-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,661351,https://genius.com/albums/Kid-cudi/Entergalactic,0,5
Silent Fire,0,68,NONE,2015-11-09,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,NA,2363603,https://genius.com/Kid-cudi-silent-fire-annotated,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0,25
Shed A Little Light,0,480,NONE,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,NA,166491,https://genius.com/Kid-cudi-shed-a-little-light-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,0,8
Satellite Flight: The Journey to Mother Moon Album Art,0,54,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,11886,369652,https://genius.com/Kid-cudi-satellite-flight-the-journey-to-mother-moon-album-art-annotated,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,42
SATELLITE FLIGHT,0,376,NONE,2013-12-16,KiD CuDi presents SATELLITE FLIGHT: The journey to Mother Moon,https://images.rapgenius.com/39113c8c5219d66bc3d736ede26c291c.600x600x1.jpg,131298,304906,https://genius.com/Kid-cudi-satellite-flight-lyrics,9,68,Kid Cudi,https://genius.com/artists/Kid-cudi,67138,https://genius.com/albums/Kid-cudi/Kid-cudi-presents-satellite-flight-the-journey-to-mother-moon,0,8
Rap Hard (Intro),0,111,NONE,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,NA,2956515,https://genius.com/Kid-cudi-rap-hard-intro-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,0,9
Rainy Days,0,618,NONE,2011-11-21,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,4775396,https://genius.com/Kid-cudi-rainy-days-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,43
Rain day,0,531,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,83446,https://genius.com/Kid-cudi-rain-day-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,44
Rain,0,601,NONE,2011-11-21,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,31662,59583,https://genius.com/Kid-cudi-rain-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,45
Pimpin',0,408,NONE,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,NA,61124,https://genius.com/Kid-cudi-pimpin-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,0,10
No One Believes Me,0,131,NONE,2011-08-22,NA,https://images.genius.com/8f61686bc50bcef7866358987e6daa57.500x500x1.jpg,63937,54168,https://genius.com/Kid-cudi-no-one-believes-me-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,46
Mr. K.I.D.,0,415,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,59580,https://genius.com/Kid-cudi-mr-kid-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,47
Love.,0,458,NONE,2015-03-03,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,269849,716442,https://genius.com/Kid-cudi-love-lyrics,12,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,48
Lord of the Sad and Lonely,0,566,NONE,2013-04-12,Indicud,https://images.genius.com/699f98c18a6750dc382068fbcdbc0236.1000x1000x1.jpg,112750,133900,https://genius.com/Kid-cudi-lord-of-the-sad-and-lonely-lyrics,14,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,0,14
Look Up In Da Stars (Ft. Wale),0,347,NONE,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/1296191c98641182cc6ae0378210daf7.1000x1000x1.png,10113,49380,https://genius.com/Kid-cudi-look-up-in-da-stars-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,0,12
London Girls,0,256,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,53743,https://genius.com/Kid-cudi-london-girls-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,49
King Wizard,0,507,NONE,2012-12-17,Indicud,https://images.genius.com/6f3ec97c0fffdbf7f95c211f33c0f79a.600x600x1.jpg,376824,86939,https://genius.com/Kid-cudi-king-wizard-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,0,15
Kid Cudi Geneseo Freestyle,0,2,NONE,2012-04-22,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,623720,https://genius.com/Kid-cudi-kid-cudi-geneseo-freestyle-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,50
Kid Cudi Freestyle - 2009 XXL Freshman,0,288,NONE,2009-01-01,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,4655772,https://genius.com/Kid-cudi-kid-cudi-freestyle-2009-xxl-freshman-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,51
Kid Cudi DJ Enuff Freestyle,0,410,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,450495,https://genius.com/Kid-cudi-kid-cudi-dj-enuff-freestyle-lyrics,6,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,52
In My Dreams (Cudder Anthem),0,288,NONE,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,99889,3714,https://genius.com/Kid-cudi-in-my-dreams-cudder-anthem-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,0,11
Highs N' Lows,0,707,NONE,2008-07-17,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,37724,50991,https://genius.com/Kid-cudi-highs-n-lows-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,53
Higher Up,0,216,NONE,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/1296191c98641182cc6ae0378210daf7.1000x1000x1.png,15208,59401,https://genius.com/Kid-cudi-higher-up-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,0,13
Heart of a Lion (Kid Cudi Theme Music),0,639,NONE,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,172583,431,https://genius.com/Kid-cudi-heart-of-a-lion-kid-cudi-theme-music-lyrics,9,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,0,12
Get Ya Mind Correct,0,816,NONE,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,NA,2429689,https://genius.com/Kid-cudi-get-ya-mind-correct-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,0,11
Falling Star,0,152,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,29088,58388,https://genius.com/Kid-cudi-falling-star-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,54
Embers,0,209,NONE,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/854fa85e9ebd6f2af80c0040cdd56b2e.1000x1000x1.jpg,30871,2383403,https://genius.com/Kid-cudi-embers-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,0,26
Elsie’s Baby Boy (flashback),0,275,NONE,2020-12-11,Man on the Moon III: The Chosen,https://images.genius.com/07a3deb92bfe7c78f95add89edc0e5ed.1000x1000x1.png,71727,6250776,https://genius.com/Kid-cudi-elsies-baby-boy-flashback-lyrics,7,68,Kid Cudi,https://genius.com/artists/Kid-cudi,692902,https://genius.com/albums/Kid-cudi/Man-on-the-moon-iii-the-chosen,0,16
Drop (Freestyle),0,380,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,173961,https://genius.com/Kid-cudi-drop-freestyle-lyrics,20,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,55
"Dat New ""New""",0,607,NONE,2008-12-01,NA,https://images.genius.com/ebcb77757c612f25684d71737b331002.600x600x1.jpg,154049,831,https://genius.com/Kid-cudi-dat-new-new-lyrics,6,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,56
Change (Outro),0,109,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,4311297,https://genius.com/Kid-cudi-change-outro-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,57
Champions (Ft. Trippie Redd),0,1,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,5228388,https://genius.com/Kid-cudi-champions-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,58
Capcom,0,379,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,NA,6180,https://genius.com/Kid-cudi-capcom-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,59
Angels & Demons,0,390,NONE,NA,NA,https://images.genius.com/ed8110f936431abefe3f091051fc41df.518x518x1.jpg,7762,52676,https://genius.com/Kid-cudi-angels-and-demons-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,0,60
