song_name,n_hums,n_regulars,most_common_hum,song_release_date,album_name,song_art_image_url,song_pageviews,song_id,percent_hums,song_lyrics_url,song_annotation_count,artist_id,artist_name,artist_url,album_id,album_url,rank
We Aite (Wake Your Mind Up),7,84,hm,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/14137476a886859359839ede660df307.1000x1000x1.jpg,35566,26051,0.07692307692307693,https://genius.com/Kid-cudi-we-aite-wake-your-mind-up-lyrics,2,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,6
Sky Might Fall,39,478,ahh,2008-07-17,Dat Kid From Cleveland,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,143491,1156,0.07543520309477757,https://genius.com/Kid-cudi-sky-might-fall-lyrics,8,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,2
Awesomely Dope,2,25,hey,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,6552131,0.07407407407407407,https://genius.com/Kid-cudi-awesomely-dope-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,5
Love Stoned,24,301,ahh,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,10136,4930,0.07384615384615385,https://genius.com/Kid-cudi-love-stoned-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,6
GHOST!,30,380,na,2010-11-09,Man on the Moon II: The Legend of Mr. Rager,https://images.genius.com/14137476a886859359839ede660df307.1000x1000x1.jpg,333800,2337,0.07317073170731707,https://genius.com/Kid-cudi-ghost-lyrics,12,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4428,https://genius.com/albums/Kid-cudi/Man-on-the-moon-ii-the-legend-of-mr-rager,7
Freshie,49,630,ah,NA,KC9*,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,7274464,0.07216494845360824,https://genius.com/Kid-cudi-freshie-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,819200,https://genius.com/albums/Kid-cudi/Kc9,2
Tequila Shots,34,445,hm,2020-12-11,Man on the Moon III: The Chosen,https://images.genius.com/07a3deb92bfe7c78f95add89edc0e5ed.1000x1000x1.png,362672,6250762,0.0709812108559499,https://genius.com/Kid-cudi-tequila-shots-lyrics,12,68,Kid Cudi,https://genius.com/artists/Kid-cudi,692902,https://genius.com/albums/Kid-cudi/Man-on-the-moon-iii-the-chosen,7
Day 38,5,67,uh,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,4479601,0.06944444444444445,https://genius.com/Kid-cudi-day-38-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,7
Wounds,13,176,hmmm,2016-12-16,"Passion, Pain & Demon Slayin’",https://images.genius.com/f8865356fee027178c8a101afce2f61a.1000x1000x1.png,60154,2867546,0.06878306878306878,https://genius.com/Kid-cudi-wounds-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,6
Tequila Shots (Prime Day Show x Kid Cudi),31,441,hm,2021-06-17,Prime Day Show x Kid Cudi,https://images.genius.com/db4578a0b4af70ee0a7ab5700d776dcb.600x600x1.jpg,NA,6922869,0.06567796610169492,https://genius.com/Kid-cudi-tequila-shots-prime-day-show-x-kid-cudi-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,784634,https://genius.com/albums/Kid-cudi/Prime-day-show-x-kid-cudi,2
Another Day,29,436,hmm,2020-12-11,Man on the Moon III: The Chosen,https://images.genius.com/07a3deb92bfe7c78f95add89edc0e5ed.1000x1000x1.png,181129,6250763,0.06236559139784946,https://genius.com/Kid-cudi-another-day-lyrics,11,68,Kid Cudi,https://genius.com/artists/Kid-cudi,692902,https://genius.com/albums/Kid-cudi/Man-on-the-moon-iii-the-chosen,8
Pursuit of Happiness (Nightmare) (Ft. MGMT & Ratatat),25,382,oh,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/678a9114776c5da6b2e8acaa8c8d68a8.630x630x1.jpg,1203979,401,0.06142506142506143,https://genius.com/Kid-cudi-pursuit-of-happiness-nightmare-lyrics,18,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,2
Brothers (Ft. A$AP Rocky & King Chip),46,708,hey,2013-04-12,Indicud,https://images.genius.com/e6cf8fb555c7d3a3add9bbbabb654891.1000x1000x1.jpg,253257,133898,0.0610079575596817,https://genius.com/Kid-cudi-brothers-lyrics,18,68,Kid Cudi,https://genius.com/artists/Kid-cudi,20193,https://genius.com/albums/Kid-cudi/Indicud,2
Down & Out,37,595,ah,2008-07-17,A Kid Named Cudi,https://images.genius.com/1a451a8afb940b34adb9ad01bc7527d6.513x513x1.jpg,111472,6347,0.058544303797468354,https://genius.com/Kid-cudi-down-and-out-lyrics,4,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,2
Surfin' (Ft. Pharrell Williams),52,846,aaa,2016-09-30,"Passion, Pain & Demon Slayin’",https://images.genius.com/23aff3418ecc0a9b60d36169beaf0a00.1000x1000x1.jpg,209822,2846383,0.05790645879732739,https://genius.com/Kid-cudi-surfin-lyrics,12,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,7
Cosmic Warrior,11,183,mmmm,2016-12-16,"Passion, Pain & Demon Slayin’",https://images.genius.com/f8865356fee027178c8a101afce2f61a.1000x1000x1.png,53739,2867557,0.05670103092783505,https://genius.com/Kid-cudi-cosmic-warrior-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,8
Did You Get It,31,522,na,2010-09-01,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,57743,0.05605786618444846,https://genius.com/Kid-cudi-did-you-get-it-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,8
Maple,5,86,oh,NA,NA,https://images.genius.com/26da54297be506aeebdbff03306223ad.640x640x1.jpg,NA,4478734,0.054945054945054944,https://genius.com/Kid-cudi-maple-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,9
4 da Kidz (Prime Day Show x Kid Cudi),24,413,oh,2021-06-17,Prime Day Show x Kid Cudi,https://images.genius.com/db4578a0b4af70ee0a7ab5700d776dcb.600x600x1.jpg,NA,6922871,0.05491990846681922,https://genius.com/Kid-cudi-4-da-kidz-prime-day-show-x-kid-cudi-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,784634,https://genius.com/albums/Kid-cudi/Prime-day-show-x-kid-cudi,3
Solo Dolo (Nightmare),18,310,oh,2009-09-15,Man on the Moon: The End of Day,https://images.genius.com/23da9eb13af7d717bed8f6bd5da7d419.1000x1000x1.png,260921,26045,0.054878048780487805,https://genius.com/Kid-cudi-solo-dolo-nightmare-lyrics,13,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4427,https://genius.com/albums/Kid-cudi/Man-on-the-moon-the-end-of-day,3
Intro (A Kid Named Cudi),7,121,huh,2008-07-17,A Kid Named Cudi,https://images.genius.com/1a451a8afb940b34adb9ad01bc7527d6.513x513x1.jpg,NA,3952714,0.0546875,https://genius.com/Kid-cudi-intro-a-kid-named-cudi-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,3
Mr. Solo Dolo III,25,436,oh,2020-12-11,Man on the Moon III: The Chosen,https://images.genius.com/07a3deb92bfe7c78f95add89edc0e5ed.1000x1000x1.png,187641,6250769,0.05422993492407809,https://genius.com/Kid-cudi-mr-solo-dolo-iii-lyrics,12,68,Kid Cudi,https://genius.com/artists/Kid-cudi,692902,https://genius.com/albums/Kid-cudi/Man-on-the-moon-iii-the-chosen,9
The Guide (Ft. André 3000),28,510,ooh,2016-12-16,"Passion, Pain & Demon Slayin’",https://images.genius.com/f8865356fee027178c8a101afce2f61a.1000x1000x1.png,89950,2867471,0.05204460966542751,https://genius.com/Kid-cudi-the-guide-lyrics,10,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,9
Can't Believe It (Ft. 2 Chainz),30,566,la,2022-09-30,Entergalactic,https://images.genius.com/34e7d4bd13f663ceedcf6199559703e7.1000x1000x1.jpg,NA,8393483,0.050335570469798654,https://genius.com/Kid-cudi-cant-believe-it-lyrics,5,68,Kid Cudi,https://genius.com/artists/Kid-cudi,661351,https://genius.com/albums/Kid-cudi/Entergalactic,6
Cleveland is the Reason,24,459,oh,2008-07-17,A Kid Named Cudi,https://images.genius.com/1a451a8afb940b34adb9ad01bc7527d6.513x513x1.jpg,83569,4997,0.049689440993788817,https://genius.com/Kid-cudi-cleveland-is-the-reason-lyrics,8,68,Kid Cudi,https://genius.com/artists/Kid-cudi,4424,https://genius.com/albums/Kid-cudi/A-kid-named-cudi,4
Dance 4 Eternity,14,275,hmm,2016-12-16,"Passion, Pain & Demon Slayin’",https://images.genius.com/f8865356fee027178c8a101afce2f61a.1000x1000x1.png,61917,2867534,0.04844290657439446,https://genius.com/Kid-cudi-dance-4-eternity-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,10
That Girl,7,144,oh,2009-12-11,CUDDER IS BACK,https://images.genius.com/d5cb36155378fcee8cb7fe60e4a7f394.770x770x1.jpg,39618,59271,0.046357615894039736,https://genius.com/Kid-cudi-that-girl-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,923081,https://genius.com/albums/Kid-cudi/Cudder-is-back,1
Sad People,13,271,ahh,2020-12-11,Man on the Moon III: The Chosen,https://images.genius.com/07a3deb92bfe7c78f95add89edc0e5ed.1000x1000x1.png,166874,6250775,0.045774647887323945,https://genius.com/Kid-cudi-sad-people-lyrics,8,68,Kid Cudi,https://genius.com/artists/Kid-cudi,692902,https://genius.com/albums/Kid-cudi/Man-on-the-moon-iii-the-chosen,10
All In,10,210,hm,2016-12-16,"Passion, Pain & Demon Slayin’",https://images.genius.com/f8865356fee027178c8a101afce2f61a.1000x1000x1.png,84182,2456464,0.045454545454545456,https://genius.com/Kid-cudi-all-in-lyrics,5,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,11
She’s Lookin' For Me,16,340,oh,2022-09-30,Entergalactic,https://images.genius.com/34e7d4bd13f663ceedcf6199559703e7.1000x1000x1.jpg,NA,8392247,0.0449438202247191,https://genius.com/Kid-cudi-shes-lookin-for-me-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,661351,https://genius.com/albums/Kid-cudi/Entergalactic,7
MELTING,5,107,hey,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/b82971c3819d9daa88e4cd61713052a0.1000x1000x1.jpg,36262,2375557,0.044642857142857144,https://genius.com/Kid-cudi-melting-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,4
Speedin' Bullet 2 Heaven (Acoustic Demo),10,223,hmm,2015-12-04,Speedin’ Bullet 2 Heaven,https://images.genius.com/b82971c3819d9daa88e4cd61713052a0.1000x1000x1.jpg,8494,2375554,0.04291845493562232,https://genius.com/Kid-cudi-speedin-bullet-2-heaven-acoustic-demo-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,128397,https://genius.com/albums/Kid-cudi/Speedin-bullet-2-heaven,5
Does It,29,656,oh,2016-12-16,"Passion, Pain & Demon Slayin’",https://images.genius.com/f8865356fee027178c8a101afce2f61a.1000x1000x1.png,65732,2867528,0.042335766423357665,https://genius.com/Kid-cudi-does-it-lyrics,10,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,12
CONFUSED! (Acoustic Version),14,329,oh,2016-01-05,NA,https://images.genius.com/7723d6c3595c47f89a935a2e5bf11033.500x500x1.jpg,NA,7080384,0.04081632653061224,https://genius.com/Kid-cudi-confused-acoustic-version-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,NA,NA,10
Lord I Know,16,384,uh,2020-12-11,Man on the Moon III: The Chosen,https://images.genius.com/07a3deb92bfe7c78f95add89edc0e5ed.1000x1000x1.png,92971,6250783,0.04,https://genius.com/Kid-cudi-lord-i-know-lyrics,10,68,Kid Cudi,https://genius.com/artists/Kid-cudi,692902,https://genius.com/albums/Kid-cudi/Man-on-the-moon-iii-the-chosen,11
By Design (Ft. André 3000),24,587,oh,2016-12-16,"Passion, Pain & Demon Slayin’",https://images.genius.com/f8865356fee027178c8a101afce2f61a.1000x1000x1.png,380735,2867466,0.03927986906710311,https://genius.com/Kid-cudi-by-design-lyrics,15,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,13
Skit 1 (Ft. Melwisky),11,301,oh,NA,Rap Hard,https://images.genius.com/0aab2c3a8fe65902dd9bea31a7460a32.706x706x1.png,NA,2988828,0.035256410256410256,https://genius.com/Kid-cudi-skit-1-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,13681,https://genius.com/albums/Kid-cudi/Rap-hard,1
Do What I Want,17,479,hm,2022-06-10,Entergalactic,https://images.genius.com/b39db35063b542d146745f108ad82c40.1000x1000x1.jpg,31027,5469854,0.034274193548387094,https://genius.com/Kid-cudi-do-what-i-want-lyrics,9,68,Kid Cudi,https://genius.com/artists/Kid-cudi,661351,https://genius.com/albums/Kid-cudi/Entergalactic,8
Balmain Jeans (Ft. Raphael Saadiq),14,408,oh,2014-02-25,KiD CuDi presents SATELLITE FLIGHT: The journey to Mother Moon,https://images.genius.com/04205b00d2b6066e5c519fb70fe1a27d.1000x1000x1.jpg,247933,369647,0.03317535545023697,https://genius.com/Kid-cudi-balmain-jeans-lyrics,6,68,Kid Cudi,https://genius.com/artists/Kid-cudi,67138,https://genius.com/albums/Kid-cudi/Kid-cudi-presents-satellite-flight-the-journey-to-mother-moon,2
Intro (Dat Kid From Cleveland),3,91,hey,2009-04-22,Dat Kid From Cleveland,https://images.genius.com/474116e13af772abd6384cee03c992a6.1000x1000x1.png,NA,2154080,0.031914893617021274,https://genius.com/Kid-cudi-intro-dat-kid-from-cleveland-lyrics,1,68,Kid Cudi,https://genius.com/artists/Kid-cudi,19137,https://genius.com/albums/Kid-cudi/Dat-kid-from-cleveland,3
Going to the Ceremony,5,155,hmm,2013-07-01,KiD CuDi presents SATELLITE FLIGHT: The journey to Mother Moon,https://images.genius.com/f93aafaafd092a8bb9b2224aea7385f6.670x670x1.jpg,101633,182150,0.03125,https://genius.com/Kid-cudi-going-to-the-ceremony-lyrics,3,68,Kid Cudi,https://genius.com/artists/Kid-cudi,67138,https://genius.com/albums/Kid-cudi/Kid-cudi-presents-satellite-flight-the-journey-to-mother-moon,3
Distant Fantasies,17,538,uh,2016-12-16,"Passion, Pain & Demon Slayin’",https://images.genius.com/f8865356fee027178c8a101afce2f61a.1000x1000x1.png,66979,2867539,0.03063063063063063,https://genius.com/Kid-cudi-distant-fantasies-lyrics,5,68,Kid Cudi,https://genius.com/artists/Kid-cudi,152011,https://genius.com/albums/Kid-cudi/Passion-pain-demon-slayin,14
Sad People (Prime Day Show x Kid Cudi),9,289,ahh,2021-06-17,Prime Day Show x Kid Cudi,https://images.genius.com/db4578a0b4af70ee0a7ab5700d776dcb.600x600x1.jpg,NA,6922870,0.030201342281879196,https://genius.com/Kid-cudi-sad-people-prime-day-show-x-kid-cudi-lyrics,0,68,Kid Cudi,https://genius.com/artists/Kid-cudi,784634,https://genius.com/albums/Kid-cudi/Prime-day-show-x-kid-cudi,4
